学号,姓名,楼群,楼号,楼层,宿舍号,性别,是否有车
100052019017,萧杨,榕苑,4,2,216,男,没有
100072019105,郝军,榕苑,4,2,217,男,有
100072019146,幸建国,榕苑,4,2,217,男,有
100072019071,杜华,榕苑,4,2,217,男,有
100072019141,郎俊,榕苑,4,2,217,男,没有
100082019145,梁成,榕苑,4,2,218,男,没有
100082019003,谭浩,榕苑,4,2,218,男,有
100082019052,黄娜,榕苑,4,2,218,男,没有
100082019009,李婷婷,榕苑,4,2,218,男,有
100052019032,程亮,榕苑,4,2,219,男,没有
100052019120,潘丽娟,榕苑,4,2,219,男,有
100052019008,季雪,榕苑,4,2,219,男,有
100052019076,张秀兰,榕苑,4,2,219,男,没有
100042019087,韩东,榕苑,4,2,220,男,有
100042019147,董梅,榕苑,4,2,220,男,没有
100042019090,杨红,榕苑,4,2,220,男,没有
100042019183,李玉兰,榕苑,4,2,220,男,有
100002019053,刘燕,榕苑,4,2,221,男,没有
100002019186,孙亮,榕苑,4,2,221,男,有
100002019139,邵敏,榕苑,4,2,221,男,没有
100002019137,倪涛,榕苑,4,2,221,男,有
100032019121,李桂芝,榕苑,4,2,222,男,没有
100032019124,毕淑珍,榕苑,4,2,222,男,有
100032019134,赵浩,榕苑,4,2,222,男,有
100032019105,夏倩,榕苑,4,2,222,男,有
100042019178,李伟,榕苑,4,2,223,男,有
100042019170,甘玉珍,榕苑,4,2,223,男,有
100042019098,朱秀珍,榕苑,4,2,223,男,有
100042019065,袁丹,榕苑,4,2,223,男,有
100002019155,佘畅,榕苑,4,2,224,男,没有
100002019048,廖涛,榕苑,4,2,224,男,有
100002019100,石玉珍,榕苑,4,2,224,男,有
100002019036,丰宇,榕苑,4,2,224,男,没有
100102020007,李刚,榕苑,4,3,301,男,没有
100102020188,严荣,榕苑,4,3,301,男,有
100102020188,杨建军,榕苑,4,3,301,男,没有
100102020103,凌帆,榕苑,4,3,301,男,有
100032020171,刘建,榕苑,4,3,302,男,有
100032020082,钱萍,榕苑,4,3,302,男,有
100032020094,刘斌,榕苑,4,3,302,男,没有
100032020052,满帆,榕苑,4,3,302,男,有
100012020077,李丹,榕苑,4,3,303,男,没有
100012020088,孙华,榕苑,4,3,303,男,有
100012020152,岳凤兰,榕苑,4,3,303,男,有
100012020038,尹琳,榕苑,4,3,303,男,没有
100102020114,雷建国,榕苑,4,3,304,男,有
100102020173,石秀华,榕苑,4,3,304,男,有
100102020167,卢红梅,榕苑,4,3,304,男,有
100102020175,薛冬梅,榕苑,4,3,304,男,没有
100062020050,池超,榕苑,4,3,305,男,没有
100062020036,曾畅,榕苑,4,3,305,男,没有
100062020118,路波,榕苑,4,3,305,男,有
100062020056,张兰英,榕苑,4,3,305,男,有
100092020069,邓涛,榕苑,4,3,306,男,没有
100092020079,徐淑珍,榕苑,4,3,306,男,没有
100092020076,张建国,榕苑,4,3,306,男,没有
100092020131,牛玉兰,榕苑,4,3,306,男,有
100092020111,吴桂英,榕苑,4,3,307,男,有
100092020026,荣秀华,榕苑,4,3,307,男,没有
100092020071,黄淑华,榕苑,4,3,307,男,有
100092020062,冯桂芳,榕苑,4,3,307,男,有
100052020117,徐欢,榕苑,4,3,308,男,没有
100052020171,郝洁,榕苑,4,3,308,男,有
100052020157,苏慧,榕苑,4,3,308,男,没有
100052020182,林波,榕苑,4,3,308,男,没有
100082020118,姜鹏,榕苑,4,3,309,男,没有
100082020095,欧阳桂英,榕苑,4,3,309,男,没有
100082020105,董梅,榕苑,4,3,309,男,有
100082020175,李丽华,榕苑,4,3,309,男,有
100032020131,谢秀芳,榕苑,4,3,310,男,没有
100032020065,李博,榕苑,4,3,310,男,没有
100032020147,邹晶,榕苑,4,3,310,男,没有
100032020034,路东,榕苑,4,3,310,男,有
100092020157,唐兰英,榕苑,4,3,311,男,没有
100092020165,夏楠,榕苑,4,3,311,男,有
100092020048,张秀华,榕苑,4,3,311,男,有
100092020080,陈丽华,榕苑,4,3,311,男,没有
100082020150,蔡帅,榕苑,4,3,312,男,没有
100082020092,郭峰,榕苑,4,3,312,男,有
100082020133,汪亮,榕苑,4,3,312,男,没有
100082020033,李莉,榕苑,4,3,312,男,有
100092020086,廖秀华,榕苑,4,3,313,男,有
100092020000,关柳,榕苑,4,3,313,男,没有
100092020018,岳凤英,榕苑,4,3,313,男,有
100092020190,袁欢,榕苑,4,3,313,男,没有
100092020048,刘玉华,榕苑,4,3,314,男,有
100092020000,叶芳,榕苑,4,3,314,男,没有
100092020047,罗畅,榕苑,4,3,314,男,没有
100092020034,相峰,榕苑,4,3,314,男,没有
100062020076,吴亮,榕苑,4,3,315,男,有
100062020118,杨利,榕苑,4,3,315,男,有
100062020052,项芳,榕苑,4,3,315,男,有
100062020093,朱建平,榕苑,4,3,315,男,有
100042020039,袁桂英,榕苑,4,3,316,男,有
100042020128,谢婷婷,榕苑,4,3,316,男,没有
100042020192,张梅,榕苑,4,3,316,男,有
100042020192,梁飞,榕苑,4,3,316,男,没有
100052020137,李桂芝,榕苑,4,3,317,男,没有
100052020018,秦冬梅,榕苑,4,3,317,男,有
100052020103,任林,榕苑,4,3,317,男,没有
100052020182,邵利,榕苑,4,3,317,男,有
100062020010,朱静,榕苑,4,3,318,男,有
100062020131,敖兰英,榕苑,4,3,318,男,没有
100062020030,钟兵,榕苑,4,3,318,男,没有
100062020173,陈瑜,榕苑,4,3,318,男,没有
100002020143,李玉英,榕苑,4,3,319,男,没有
100002020120,王秀云,榕苑,4,3,319,男,有
100002020006,张林,榕苑,4,3,319,男,有
100002020092,吴玉珍,榕苑,4,3,319,男,没有
100082020162,胡建军,榕苑,4,3,320,男,没有
100082020063,宋倩,榕苑,4,3,320,男,有
100082020072,王建国,榕苑,4,3,320,男,有
100082020061,王博,榕苑,4,3,320,男,没有
100052020165,任丹,榕苑,4,3,321,男,有
100052020178,王雷,榕苑,4,3,321,男,有
100052020095,郭萍,榕苑,4,3,321,男,有
100052020012,易帆,榕苑,4,3,321,男,没有
100042020181,陈华,榕苑,4,3,322,男,没有
100042020088,郑帅,榕苑,4,3,322,男,没有
100042020094,李娜,榕苑,4,3,322,男,有
100042020119,刘利,榕苑,4,3,322,男,没有
100042020039,李楠,榕苑,4,3,323,男,有
100042020017,常楠,榕苑,4,3,323,男,没有
100042020063,鞠红,榕苑,4,3,323,男,没有
100042020067,谭楠,榕苑,4,3,323,男,没有
100022020002,石雪,榕苑,4,3,324,男,有
100022020104,欧阳雪,榕苑,4,3,324,男,有
100022020066,林桂珍,榕苑,4,3,324,男,有
100022020011,谢建军,榕苑,4,3,324,男,有
100082019200,张璐,榕苑,4,4,401,男,没有
100082019016,阳兵,榕苑,4,4,401,男,没有
100082019061,朱淑兰,榕苑,4,4,401,男,没有
100082019136,陈秀荣,榕苑,4,4,401,男,没有
100032019116,李桂芳,榕苑,4,4,402,男,有
100032019101,陈华,榕苑,4,4,402,男,没有
100032019127,姚畅,榕苑,4,4,402,男,没有
100032019198,邢秀荣,榕苑,4,4,402,男,没有
100072019093,刘瑜,榕苑,4,4,403,男,有
100072019175,危秀云,榕苑,4,4,403,男,没有
100072019006,余丹丹,榕苑,4,4,403,男,没有
100072019004,周莉,榕苑,4,4,403,男,没有
100102019142,何俊,榕苑,4,4,404,男,没有
100102019069,林春梅,榕苑,4,4,404,男,没有
100102019121,蔡坤,榕苑,4,4,404,男,没有
100102019044,衣婷婷,榕苑,4,4,404,男,没有
100082019055,李红,榕苑,4,4,405,男,有
100082019090,胡建军,榕苑,4,4,405,男,有
100082019149,石建国,榕苑,4,4,405,男,没有
100082019169,郝桂芳,榕苑,4,4,405,男,有
100022019115,张玉兰,榕苑,4,4,406,男,有
100022019166,曲秀英,榕苑,4,4,406,男,没有
100022019080,张岩,榕苑,4,4,406,男,没有
100022019000,谢莉,榕苑,4,4,406,男,没有
100012019179,许欣,榕苑,4,4,407,男,有
100012019130,陈秀云,榕苑,4,4,407,男,没有
100012019034,史欣,榕苑,4,4,407,男,有
100012019194,杨倩,榕苑,4,4,407,男,有
100062019038,刘涛,榕苑,4,4,408,男,有
100062019142,袁莹,榕苑,4,4,408,男,有
100062019099,李丽华,榕苑,4,4,408,男,有
100062019149,周春梅,榕苑,4,4,408,男,没有
100012019072,徐斌,榕苑,4,4,409,男,有
100012019040,赵飞,榕苑,4,4,409,男,有
100012019131,梁平,榕苑,4,4,409,男,有
100012019169,高雪梅,榕苑,4,4,409,男,没有
100042019022,庄利,榕苑,4,4,410,男,没有
100042019151,马桂香,榕苑,4,4,410,男,没有
100042019095,黄春梅,榕苑,4,4,410,男,没有
100042019137,黄小红,榕苑,4,4,410,男,有
100062019119,刘飞,榕苑,4,4,411,男,有
100062019072,罗帆,榕苑,4,4,411,男,没有
100062019126,季丹,榕苑,4,4,411,男,有
100062019042,康婷,榕苑,4,4,411,男,没有
100002019061,向淑英,榕苑,4,4,412,男,有
100002019067,王兰英,榕苑,4,4,412,男,没有
100002019044,石桂荣,榕苑,4,4,412,男,没有
100002019014,徐涛,榕苑,4,4,412,男,有
100002019168,曹浩,榕苑,4,4,413,男,没有
100002019000,陈雷,榕苑,4,4,413,男,有
100002019091,何桂荣,榕苑,4,4,413,男,没有
100002019025,熊雷,榕苑,4,4,413,男,没有
100052019083,刘辉,榕苑,4,4,414,男,没有
100052019115,王燕,榕苑,4,4,414,男,没有
100052019100,刘浩,榕苑,4,4,414,男,没有
100052019168,张琴,榕苑,4,4,414,男,有
100052019176,史慧,榕苑,4,4,415,男,有
100052019059,曹燕,榕苑,4,4,415,男,有
100052019120,庄雷,榕苑,4,4,415,男,有
100052019153,王红霞,榕苑,4,4,415,男,没有
100072019147,刘浩,榕苑,4,4,416,男,有
100072019011,王楠,榕苑,4,4,416,男,有
100072019103,高兰英,榕苑,4,4,416,男,没有
100072019172,杨秀云,榕苑,4,4,416,男,有
100102019013,廖娜,榕苑,4,4,417,男,没有
100102019062,李玉,榕苑,4,4,417,男,有
100102019110,杨玲,榕苑,4,4,417,男,没有
100102019192,蒲秀荣,榕苑,4,4,417,男,没有
100012019087,郝玉华,榕苑,4,4,418,男,有
100012019047,丁志强,榕苑,4,4,418,男,没有
100012019078,陈瑞,榕苑,4,4,418,男,有
100012019014,刘佳,榕苑,4,4,418,男,没有
100092019020,李丽丽,榕苑,4,4,419,男,有
100092019169,夏桂荣,榕苑,4,4,419,男,有
100092019058,王伟,榕苑,4,4,419,男,没有
100092019199,兰浩,榕苑,4,4,419,男,有
100032019167,马龙,榕苑,4,4,420,男,有
100032019067,宋颖,榕苑,4,4,420,男,没有
100032019004,施桂花,榕苑,4,4,420,男,有
100032019016,魏雷,榕苑,4,4,420,男,有
100092019170,阎秀珍,榕苑,4,4,421,男,有
100092019002,邵刚,榕苑,4,4,421,男,有
100092019049,陈博,榕苑,4,4,421,男,有
100092019051,洪秀云,榕苑,4,4,421,男,有
100052019200,黄涛,榕苑,4,4,422,男,有
100052019178,李建平,榕苑,4,4,422,男,有
100052019025,焦秀华,榕苑,4,4,422,男,有
100052019112,荆洁,榕苑,4,4,422,男,没有
100082019005,彭桂芳,榕苑,4,4,423,男,有
100082019099,郭磊,榕苑,4,4,423,男,有
100082019073,米颖,榕苑,4,4,423,男,没有
100082019185,林英,榕苑,4,4,423,男,有
100082019048,赵健,榕苑,4,4,424,男,有
100082019055,张霞,榕苑,4,4,424,男,没有
100082019064,黄兰英,榕苑,4,4,424,男,没有
100082019143,马雷,榕苑,4,4,424,男,有
109042021034,吕桂荣,榕苑,5,1,101,男,有
109042021145,李想,榕苑,5,1,101,男,有
109042021200,魏桂英,榕苑,5,1,101,男,没有
109042021028,李婷,榕苑,5,1,101,男,有
109032021036,杨梅,榕苑,5,1,102,男,没有
109032021142,翟秀珍,榕苑,5,1,102,男,有
109032021116,苏芳,榕苑,5,1,102,男,有
109032021000,张浩,榕苑,5,1,102,男,有
109022021114,丁桂兰,榕苑,5,1,103,男,没有
109022021151,黄亮,榕苑,5,1,103,男,有
109022021004,陈玉英,榕苑,5,1,103,男,有
109022021098,魏建军,榕苑,5,1,103,男,有
109082021132,赵慧,榕苑,5,1,104,男,没有
109082021109,蔡宁,榕苑,5,1,104,男,有
109082021055,莫敏,榕苑,5,1,104,男,有
109082021055,李秀梅,榕苑,5,1,104,男,没有
109022021122,韩建军,榕苑,5,1,105,男,没有
109022021160,杨志强,榕苑,5,1,105,男,没有
109022021019,蔡东,榕苑,5,1,105,男,没有
109022021079,颜桂兰,榕苑,5,1,105,男,没有
109042021122,杜建华,榕苑,5,1,106,男,没有
109042021132,褚秀云,榕苑,5,1,106,男,有
109042021085,江杰,榕苑,5,1,106,男,没有
109042021130,徐莹,榕苑,5,1,106,男,有
109052021143,李淑兰,榕苑,5,1,107,男,没有
109052021124,柯鑫,榕苑,5,1,107,男,没有
109052021043,程桂英,榕苑,5,1,107,男,没有
109052021192,吴宇,榕苑,5,1,107,男,有
109022021127,武丽华,榕苑,5,1,108,男,有
109022021170,师婷,榕苑,5,1,108,男,没有
109022021198,甘秀英,榕苑,5,1,108,男,没有
109022021040,邵玉珍,榕苑,5,1,108,男,没有
109002021107,张玉珍,榕苑,5,1,109,男,有
109002021021,朱雷,榕苑,5,1,109,男,有
109002021142,杨亮,榕苑,5,1,109,男,有
109002021149,徐健,榕苑,5,1,109,男,有
109092021048,萧玲,榕苑,5,1,110,男,没有
109092021082,白兰英,榕苑,5,1,110,男,有
109092021089,钱婷婷,榕苑,5,1,110,男,有
109092021035,田桂芝,榕苑,5,1,110,男,没有
109072021003,张畅,榕苑,5,1,111,男,没有
109072021137,陈杨,榕苑,5,1,111,男,有
109072021084,毛琳,榕苑,5,1,111,男,没有
109072021061,张芳,榕苑,5,1,111,男,有
109092021012,唐成,榕苑,5,1,112,男,没有
109092021044,胡建军,榕苑,5,1,112,男,没有
109092021060,陈桂兰,榕苑,5,1,112,男,没有
109092021119,张荣,榕苑,5,1,112,男,有
109032021018,夏明,榕苑,5,1,113,男,有
109032021191,张洁,榕苑,5,1,113,男,没有
109032021065,许婷,榕苑,5,1,113,男,有
109032021030,葛东,榕苑,5,1,113,男,没有
109042021022,张龙,榕苑,5,1,114,男,有
109042021172,许金凤,榕苑,5,1,114,男,有
109042021082,孙娟,榕苑,5,1,114,男,没有
109042021133,陈璐,榕苑,5,1,114,男,没有
109032021116,张飞,榕苑,5,1,115,男,有
109032021071,刘建军,榕苑,5,1,115,男,有
109032021111,刘秀云,榕苑,5,1,115,男,有
109032021037,任洋,榕苑,5,1,115,男,有
109042021083,廖凯,榕苑,5,1,116,男,有
109042021086,刘萍,榕苑,5,1,116,男,没有
109042021001,陈建国,榕苑,5,1,116,男,没有
109042021134,洪玉,榕苑,5,1,116,男,没有
109022021071,李林,榕苑,5,1,117,男,有
109022021062,姚丽华,榕苑,5,1,117,男,有
109022021030,赵婷,榕苑,5,1,117,男,有
109022021102,唐洋,榕苑,5,1,117,男,没有
109092021025,朱明,榕苑,5,1,118,男,没有
109092021159,张柳,榕苑,5,1,118,男,没有
109092021018,陈晶,榕苑,5,1,118,男,没有
109092021188,杨霞,榕苑,5,1,118,男,有
109072021188,王斌,榕苑,5,1,119,男,有
109072021154,曾梅,榕苑,5,1,119,男,有
109072021004,宁红霞,榕苑,5,1,119,男,没有
109072021064,刘桂兰,榕苑,5,1,119,男,没有
109082021060,刘洋,榕苑,5,1,120,男,有
109082021091,董浩,榕苑,5,1,120,男,有
109082021070,韦丽娟,榕苑,5,1,120,男,有
109082021116,冀玉,榕苑,5,1,120,男,有
109012021036,张桂花,榕苑,5,1,121,男,有
109012021117,张林,榕苑,5,1,121,男,有
109012021088,林丽华,榕苑,5,1,121,男,没有
109012021071,罗帅,榕苑,5,1,121,男,没有
109062021157,欧阳婷,榕苑,5,1,122,男,有
109062021181,许想,榕苑,5,1,122,男,有
109062021108,刘洁,榕苑,5,1,122,男,有
109062021041,薛丹,榕苑,5,1,122,男,有
109052021127,邱帅,榕苑,5,1,123,男,有
109052021007,韩建国,榕苑,5,1,123,男,有
109052021132,张旭,榕苑,5,1,123,男,有
109052021066,朱军,榕苑,5,1,123,男,没有
109042021138,黄秀珍,榕苑,5,1,124,男,没有
109042021160,杨畅,榕苑,5,1,124,男,有
109042021064,孙彬,榕苑,5,1,124,男,有
109042021189,邹畅,榕苑,5,1,124,男,没有
109072021075,王婷婷,榕苑,5,2,201,男,有
109072021126,路桂芝,榕苑,5,2,201,男,没有
109072021193,董秀荣,榕苑,5,2,201,男,有
109072021099,杜斌,榕苑,5,2,201,男,有
109002021111,张娟,榕苑,5,2,202,男,有
109002021173,丁军,榕苑,5,2,202,男,没有
109002021127,朱想,榕苑,5,2,202,男,没有
109002021153,孙阳,榕苑,5,2,202,男,有
109102021119,黎华,榕苑,5,2,203,男,有
109102021136,武玉兰,榕苑,5,2,203,男,有
109102021065,叶婷,榕苑,5,2,203,男,有
109102021089,房萍,榕苑,5,2,203,男,有
109102021085,胡丹丹,榕苑,5,2,204,男,有
109102021158,黄博,榕苑,5,2,204,男,有
109102021136,吕凤英,榕苑,5,2,204,男,有
109102021063,白燕,榕苑,5,2,204,男,没有
109012021069,韦磊,榕苑,5,2,205,男,没有
109012021073,唐杰,榕苑,5,2,205,男,有
109012021056,杨萍,榕苑,5,2,205,男,有
109012021081,唐龙,榕苑,5,2,205,男,没有
109102021186,郑淑珍,榕苑,5,2,206,男,有
109102021189,应磊,榕苑,5,2,206,男,有
109102021142,张平,榕苑,5,2,206,男,有
109102021122,马欢,榕苑,5,2,206,男,有
109072021026,魏秀英,榕苑,5,2,207,男,没有
109072021092,白桂英,榕苑,5,2,207,男,没有
109072021085,杨彬,榕苑,5,2,207,男,没有
109072021067,李杰,榕苑,5,2,207,男,有
109022021053,陈桂珍,榕苑,5,2,208,男,有
109022021048,汪鹏,榕苑,5,2,208,男,有
109022021115,余海燕,榕苑,5,2,208,男,有
109022021123,夏桂花,榕苑,5,2,208,男,没有
109072021179,张秀珍,榕苑,5,2,209,男,有
109072021032,孙辉,榕苑,5,2,209,男,有
109072021068,黄桂荣,榕苑,5,2,209,男,没有
109072021073,吴桂花,榕苑,5,2,209,男,有
109062021101,邝桂香,榕苑,5,2,210,男,有
109062021089,黎春梅,榕苑,5,2,210,男,没有
109062021148,臧玲,榕苑,5,2,210,男,没有
109062021101,张玲,榕苑,5,2,210,男,没有
109102021161,尹坤,榕苑,5,2,211,男,没有
109102021010,谢丽娟,榕苑,5,2,211,男,没有
109102021111,史淑珍,榕苑,5,2,211,男,有
109102021120,方璐,榕苑,5,2,211,男,没有
109002021045,汤辉,榕苑,5,2,212,男,没有
109002021189,李英,榕苑,5,2,212,男,有
109002021094,朱玉华,榕苑,5,2,212,男,没有
109002021050,梁淑兰,榕苑,5,2,212,男,没有
109082021129,韩杨,榕苑,5,2,213,男,没有
109082021168,张秀荣,榕苑,5,2,213,男,没有
109082021139,陈淑珍,榕苑,5,2,213,男,没有
109082021038,李丽娟,榕苑,5,2,213,男,没有
109022021096,何芳,榕苑,5,2,214,男,有
109022021141,徐莉,榕苑,5,2,214,男,没有
109022021182,杨芳,榕苑,5,2,214,男,没有
109022021159,傅鑫,榕苑,5,2,214,男,有
109012021053,印秀英,榕苑,5,2,215,男,有
109012021189,刘彬,榕苑,5,2,215,男,没有
109012021182,王萍,榕苑,5,2,215,男,有
109012021057,刘倩,榕苑,5,2,215,男,有
109032021081,何秀华,榕苑,5,2,216,男,有
109032021061,李淑华,榕苑,5,2,216,男,有
109032021039,池娜,榕苑,5,2,216,男,有
109032021007,苏柳,榕苑,5,2,216,男,没有
109102021192,欧婷,榕苑,5,2,217,男,有
109102021037,宾秀珍,榕苑,5,2,217,男,有
109102021195,温建平,榕苑,5,2,217,男,有
109102021186,曾秀梅,榕苑,5,2,217,男,有
109082021122,商建平,榕苑,5,2,218,男,没有
109082021011,王洁,榕苑,5,2,218,男,没有
109082021098,江莹,榕苑,5,2,218,男,没有
109082021011,王浩,榕苑,5,2,218,男,有
109002021083,朱博,榕苑,5,2,219,男,没有
109002021021,刘坤,榕苑,5,2,219,男,有
109002021068,文兰英,榕苑,5,2,219,男,有
109002021052,黄金凤,榕苑,5,2,219,男,没有
109012021111,李娟,榕苑,5,2,220,男,有
109012021066,吴建平,榕苑,5,2,220,男,有
109012021150,张伟,榕苑,5,2,220,男,没有
109012021196,吕凯,榕苑,5,2,220,男,没有
109022021138,莫辉,榕苑,5,2,221,男,有
109022021167,石莹,榕苑,5,2,221,男,有
109022021136,余芳,榕苑,5,2,221,男,有
109022021103,张红梅,榕苑,5,2,221,男,没有
109102021009,王莉,榕苑,5,2,222,男,有
109102021008,陈芳,榕苑,5,2,222,男,没有
109102021149,薛磊,榕苑,5,2,222,男,有
109102021010,叶楠,榕苑,5,2,222,男,没有
109062021001,林淑珍,榕苑,5,2,223,男,没有
109062021197,罗龙,榕苑,5,2,223,男,有
109062021072,刘建平,榕苑,5,2,223,男,没有
109062021084,顾秀兰,榕苑,5,2,223,男,有
109032021168,姜鑫,榕苑,5,2,224,男,没有
109032021132,庄海燕,榕苑,5,2,224,男,没有
109032021120,李宇,榕苑,5,2,224,男,有
109032021075,杨凯,榕苑,5,2,224,男,没有
109092022074,乔伟,榕苑,5,3,301,男,没有
109092022064,李丽华,榕苑,5,3,301,男,有
109092022002,韩阳,榕苑,5,3,301,男,有
109092022048,李军,榕苑,5,3,301,男,有
109072022025,周杰,榕苑,5,3,302,男,有
109072022161,胡娜,榕苑,5,3,302,男,没有
109072022122,植玲,榕苑,5,3,302,男,有
109072022010,王勇,榕苑,5,3,302,男,有
109012022145,魏桂兰,榕苑,5,3,303,男,有
109012022006,李云,榕苑,5,3,303,男,有
109012022140,李玉兰,榕苑,5,3,303,男,有
109012022133,颜玉华,榕苑,5,3,303,男,没有
109002022194,陈博,榕苑,5,3,304,男,没有
109002022012,江倩,榕苑,5,3,304,男,没有
109002022027,高敏,榕苑,5,3,304,男,没有
109002022143,黄军,榕苑,5,3,304,男,有
109022022000,龙佳,榕苑,5,3,305,男,有
109022022144,孙淑兰,榕苑,5,3,305,男,没有
109022022097,张宁,榕苑,5,3,305,男,没有
109022022013,刘瑞,榕苑,5,3,305,男,有
109002022166,袁畅,榕苑,5,3,306,男,没有
109002022077,宋兰英,榕苑,5,3,306,男,有
109002022028,朱彬,榕苑,5,3,306,男,有
109002022176,王林,榕苑,5,3,306,男,有
109002022158,巩浩,榕苑,5,3,307,男,有
109002022197,王峰,榕苑,5,3,307,男,没有
109002022007,李帅,榕苑,5,3,307,男,有
109002022060,许云,榕苑,5,3,307,男,没有
109032022172,李浩,榕苑,5,3,308,男,没有
109032022078,李春梅,榕苑,5,3,308,男,没有
109032022087,江亮,榕苑,5,3,308,男,没有
109032022175,夏志强,榕苑,5,3,308,男,没有
109022022060,萧龙,榕苑,5,3,309,男,有
109022022049,李兵,榕苑,5,3,309,男,有
109022022144,李洁,榕苑,5,3,309,男,有
109022022056,豆红霞,榕苑,5,3,309,男,有
109082022071,陈建军,榕苑,5,3,310,男,没有
109082022133,孙小红,榕苑,5,3,310,男,有
109082022087,唐玲,榕苑,5,3,310,男,有
109082022003,李宁,榕苑,5,3,310,男,有
109052022118,刘丽华,榕苑,5,3,311,男,有
109052022175,林平,榕苑,5,3,311,男,有
109052022046,文萍,榕苑,5,3,311,男,有
109052022133,陈晨,榕苑,5,3,311,男,有
109082022120,周冬梅,榕苑,5,3,312,男,有
109082022008,田杨,榕苑,5,3,312,男,有
109082022036,凌颖,榕苑,5,3,312,男,没有
109082022052,张丹丹,榕苑,5,3,312,男,没有
109032022042,陈云,榕苑,5,3,313,男,没有
109032022137,易金凤,榕苑,5,3,313,男,没有
109032022196,赵建,榕苑,5,3,313,男,没有
109032022033,郑军,榕苑,5,3,313,男,有
109102022066,陈淑英,榕苑,5,3,314,男,没有
109102022160,张亮,榕苑,5,3,314,男,没有
109102022068,吴桂芳,榕苑,5,3,314,男,没有
109102022116,包雪梅,榕苑,5,3,314,男,没有
109062022007,钟伟,榕苑,5,3,315,男,没有
109062022011,石英,榕苑,5,3,315,男,有
109062022095,张俊,榕苑,5,3,315,男,没有
109062022009,毛婷,榕苑,5,3,315,男,有
109012022049,张柳,榕苑,5,3,316,男,没有
109012022010,毛建华,榕苑,5,3,316,男,有
109012022076,黎玉珍,榕苑,5,3,316,男,没有
109012022143,李岩,榕苑,5,3,316,男,有
109052022082,袁芳,榕苑,5,3,317,男,没有
109052022059,杨萍,榕苑,5,3,317,男,有
109052022055,陈兵,榕苑,5,3,317,男,有
109052022111,李淑兰,榕苑,5,3,317,男,没有
109002022163,尹帆,榕苑,5,3,318,男,没有
109002022093,李畅,榕苑,5,3,318,男,有
109002022087,刘莉,榕苑,5,3,318,男,有
109002022123,郑红霞,榕苑,5,3,318,男,没有
109072022110,吴金凤,榕苑,5,3,319,男,有
109072022121,秦坤,榕苑,5,3,319,男,没有
109072022198,李荣,榕苑,5,3,319,男,没有
109072022028,徐秀兰,榕苑,5,3,319,男,没有
109072022082,郑洁,榕苑,5,3,320,男,有
109072022038,范丽丽,榕苑,5,3,320,男,没有
109072022028,刘鹏,榕苑,5,3,320,男,有
109072022200,王荣,榕苑,5,3,320,男,没有
109072022120,罗秀芳,榕苑,5,3,321,男,有
109072022091,陈楠,榕苑,5,3,321,男,没有
109072022020,梁亮,榕苑,5,3,321,男,有
109072022082,朱萍,榕苑,5,3,321,男,没有
109102022072,宋梅,榕苑,5,3,322,男,有
109102022019,杜秀芳,榕苑,5,3,322,男,没有
109102022010,张秀梅,榕苑,5,3,322,男,没有
109102022123,侯霞,榕苑,5,3,322,男,有
109042022116,张秀云,榕苑,5,3,323,男,没有
109042022051,陈静,榕苑,5,3,323,男,有
109042022055,罗琳,榕苑,5,3,323,男,没有
109042022180,刘淑兰,榕苑,5,3,323,男,没有
109012022134,杨慧,榕苑,5,3,324,男,有
109012022113,蔡岩,榕苑,5,3,324,男,有
109012022018,唐淑珍,榕苑,5,3,324,男,有
109012022113,李秀兰,榕苑,5,3,324,男,没有
109092021093,陈阳,榕苑,5,4,401,女,有
109092021151,陈玉华,榕苑,5,4,401,女,没有
109092021080,祝鹏,榕苑,5,4,401,女,没有
109092021124,罗丽华,榕苑,5,4,401,女,没有
109062021123,郭丽,榕苑,5,4,402,女,没有
109062021080,朱梅,榕苑,5,4,402,女,有
109062021192,韩勇,榕苑,5,4,402,女,没有
109062021178,杨建军,榕苑,5,4,402,女,有
109072021010,曲慧,榕苑,5,4,403,女,没有
109072021096,马玉梅,榕苑,5,4,403,女,没有
109072021044,席金凤,榕苑,5,4,403,女,没有
109072021099,韩桂芝,榕苑,5,4,403,女,没有
109082021006,郭艳,榕苑,5,4,404,女,有
109082021060,朱玲,榕苑,5,4,404,女,没有
109082021018,谢军,榕苑,5,4,404,女,没有
109082021197,王琴,榕苑,5,4,404,女,没有
109072021172,韩芳,榕苑,5,4,405,女,没有
109072021047,郭小红,榕苑,5,4,405,女,有
109072021148,李春梅,榕苑,5,4,405,女,有
109072021027,樊彬,榕苑,5,4,405,女,有
109092021040,詹建,榕苑,5,4,406,女,没有
109092021172,郭淑兰,榕苑,5,4,406,女,有
109092021027,张文,榕苑,5,4,406,女,没有
109092021100,范楠,榕苑,5,4,406,女,没有
109032021142,王建国,榕苑,5,4,407,女,有
109032021109,杜桂芳,榕苑,5,4,407,女,有
109032021012,李秀英,榕苑,5,4,407,女,没有
109032021099,刘云,榕苑,5,4,407,女,没有
109022021013,周畅,榕苑,5,4,408,女,没有
109022021117,戴静,榕苑,5,4,408,女,没有
109022021115,黎强,榕苑,5,4,408,女,没有
109022021087,王艳,榕苑,5,4,408,女,没有
109042021183,康勇,榕苑,5,4,409,女,没有
109042021100,张玉兰,榕苑,5,4,409,女,没有
